SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500250,L.G.BALKRISH,B ,Q,910.00,920.00,907.00,918.85,919.25,911.50,28,240,219203.00,
500251,TRENT LTD.  ,A ,Q,329.60,334.00,325.30,327.75,329.00,331.30,283,8165,2692752.00,
500252,LAKSHMI MACH,A ,Q,5723.40,5912.35,5692.15,5844.80,5815.00,5705.45,346,1040,6036589.00,
500253,LIC HOUS.FIN,A ,Q,560.00,561.55,550.05,551.45,551.45,562.40,6683,146270,81193409.00,
500254,UTTAMVALUE  ,B ,Q,0.43,0.44,0.42,0.42,0.43,0.42,103,834532,356048.00,
500255,LML LTD.    ,B ,Q,8.67,8.75,8.31,8.45,8.45,8.70,84,27394,235276.00,
500257,LUPIN LTD.  ,A ,Q,840.00,852.00,840.00,845.00,845.00,837.70,3309,143803,121830088.00,
500259,LYKA LABS   ,B ,Q,58.95,60.90,58.95,59.25,59.25,59.35,184,20755,1239174.00,
500260,RAMCOCEM    ,A ,Q,696.65,709.00,690.00,701.50,698.65,699.50,248,5740,4035964.00,
500264,MAFATLAL IND,X ,Q,305.25,309.90,300.25,305.25,305.10,310.30,35,467,142858.00,
500265,MAH.SEAMLESS,B ,Q,482.75,483.30,475.00,475.50,475.00,484.60,120,2588,1237837.00,
500266,MAH.SCOOTER ,B ,Q,2691.20,2707.00,2680.00,2680.00,2680.00,2668.25,63,764,2059571.00,
500267,MAJESTIC AUT,X ,Q,138.30,141.00,136.00,140.10,140.10,140.50,36,7008,973092.00,
500268,MANALI PETRO,B ,Q,37.50,37.55,35.60,36.00,36.00,37.30,510,166878,6111448.00,
500271,MFSL        ,A ,Q,562.00,566.30,552.55,561.45,561.45,557.15,1171,775123,430303021.00,
500279,MIRC ELECT  ,B ,Q,49.00,49.90,48.40,48.65,48.65,49.30,870,271323,13311901.00,
500280,CENTURY ENKA,B ,Q,340.00,340.00,329.70,330.75,331.70,335.25,167,2465,818907.00,
500284,LORDS CHLORO,XT,Q,43.50,44.00,43.00,43.10,43.00,43.85,24,5395,235090.00,
500285,SPICEJET LTD,B ,Q,146.90,146.90,140.00,142.20,142.20,146.45,5803,1601542,228674921.00,
500288,MOREPEN LAB.,B ,Q,25.75,25.85,24.55,25.00,25.00,25.75,1266,752213,18980664.00,
500290,MRF LTD.    ,A ,Q,67912.85,68077.25,66400.05,66591.35,66521.00,67909.30,303,377,25316722.00,
500292,HEIDEL CEM  ,B ,Q,154.05,156.60,151.80,152.25,152.25,154.00,576,42483,6559719.00,
500294,NCC         ,A ,Q,123.50,123.50,119.95,120.65,120.50,123.40,2111,340767,41331460.00,
500295,VEDL        ,A ,Q,291.00,299.80,291.00,293.10,293.10,291.25,7806,597356,177208974.00,
500296,NAHAR SPG.  ,B ,Q,108.85,109.30,107.70,107.95,108.00,108.65,66,5532,599538.00,
500298,NAT.PEROXIDE,X ,Q,2245.00,2250.00,2171.00,2181.10,2181.10,2240.75,352,3486,7688961.00,
500300,GRASIM IND. ,A ,Q,1124.10,1133.40,1112.50,1116.60,1116.60,1130.25,485,10379,11656968.00,
500302,PEL         ,A ,Q,2879.55,2883.00,2806.00,2821.10,2821.10,2891.70,1150,13685,38827117.00,
500304,NIIT LTD.   ,B ,Q,95.10,96.00,93.80,94.05,94.05,94.95,543,58972,5601520.00,
500306,JAYKAY      ,X ,Q,8.23,8.45,8.07,8.15,8.15,8.25,19,5167,42688.00,
500307,NIRLON      ,B ,Q,217.00,217.00,216.00,216.05,216.00,216.00,35,5153,1113461.00,
500312,ONGC CORPN  ,A ,Q,179.70,184.20,179.70,182.95,182.95,178.90,4187,597146,108813918.00,
500313,OIL COUNTRY ,B ,Q,48.30,54.25,47.90,51.85,51.85,47.70,1197,123560,6460460.00,
500314,ORIENT HOTEL,B ,Q,39.00,39.00,38.30,38.40,38.80,38.45,52,9451,364409.00,
500315,ORINTAL BANK,A ,Q,120.90,122.90,120.40,120.75,120.75,121.65,489,74228,9021716.00,
500317,OSWAL AGRO. ,B ,Q,13.91,14.71,13.91,14.23,14.23,14.20,102,20009,284960.00,
500319,INDIAN SUCRO,XT,Q,53.75,53.75,52.00,52.15,52.50,53.75,47,5002,265464.00,
500322,PANYAM CEMEN,X ,Q,64.00,65.85,64.00,64.15,64.15,64.80,32,5497,354854.00,
500325,RELIANCE    ,A ,Q,913.50,928.95,907.90,915.05,915.05,915.90,6348,535672,492598646.00,
500327,PILITA      ,T ,Q,14.80,14.80,14.30,14.55,14.50,14.65,33,7168,103628.00,
500330,RAYMOND     ,A ,Q,958.00,983.30,953.00,977.05,975.00,957.65,1490,61287,59351376.00,
500331,PIDILITE    ,A ,Q,891.75,898.00,871.50,887.95,887.95,891.75,767,18214,16110727.00,
500333,PIX TRANS   ,X ,Q,174.75,174.75,166.05,168.30,168.00,170.60,127,7388,1246206.00,
500335,BIRLA CORPN.,B ,Q,1103.70,1121.85,1095.00,1103.40,1102.50,1120.55,129,870,968035.00,
500336,SURYA ROSHNI,B ,Q,385.95,391.80,379.05,380.90,380.90,380.50,665,32899,12634979.00,
500337,PRIME SECUR.,B ,Q,56.00,66.30,55.80,62.35,62.35,55.25,2522,352114,21753086.00,
500338,PRISM CEMENT,B ,Q,111.90,113.60,111.70,112.30,112.50,111.50,146,14226,1601877.00,
500339,RAIN        ,B ,Q,369.45,378.15,365.35,369.10,369.10,369.70,5039,552433,205638806.00,
500343,PUDUMJEE    ,B ,Q,28.75,33.25,28.75,31.40,31.40,28.20,1250,311922,9888951.00,
500346,PUN.COMMUNI.,X ,Q,38.40,38.90,37.80,38.90,38.90,39.30,12,1350,51727.00,
500350,RSWM  LTD   ,B ,Q,345.45,348.70,342.00,346.45,346.90,345.00,229,4726,1631766.00,
500354,RAJSH.SUGAR ,B ,Q,57.05,57.70,55.90,56.05,56.55,57.20,79,9010,509813.00,
500355,RALLIS INDIA,A ,Q,235.50,239.05,233.00,235.00,235.00,235.80,488,27455,6482651.00,
500356,RAMANEWS    ,B ,Q,29.00,29.40,27.50,27.80,27.80,29.35,116,18963,541170.00,
500360,RAPICUT CARB,X ,Q,77.15,82.90,77.15,80.70,80.70,79.65,188,29608,2404977.00,
500365,RMGALLOY    ,ST,Q,5.70,5.99,5.70,5.99,5.99,5.99,15,2862,16842.00,
500366,ROLTA (I)   ,B ,Q,54.70,58.50,54.70,56.30,56.30,55.10,3093,503381,28654978.00,
500367,RUBFILA INT.,X ,Q,81.45,85.90,81.45,82.25,82.25,82.05,1400,105772,8820301.00,
500368,RUCHI SOYA  ,B ,Q,19.85,19.85,18.65,19.15,19.15,19.45,992,539808,10313863.00,
500370,SALORA INT. ,T ,Q,57.85,57.85,52.35,56.40,56.40,55.10,18,2918,163506.00,
500372,SAMTEL COL  ,T ,Q,0.79,0.79,0.79,0.79,0.79,0.76,2,1005,793.00,
500378,JINDAL SAW  ,B ,Q,115.50,120.75,114.30,116.25,116.25,114.60,1968,197390,23217783.00,
500380,JK LAKSHMI  ,A ,Q,424.55,425.00,406.25,411.75,413.90,412.60,85,2841,1177584.00,
500387,SHREE CEMENT,A ,Q,17020.00,17276.55,17020.00,17182.30,17240.00,17191.70,174,359,6174881.00,
500390,REL INFRA   ,A ,Q,460.00,462.00,447.50,450.20,450.70,457.90,1772,209962,95540786.00,
500399,STEELCO GUJ.,X ,Q,8.89,9.74,8.89,8.99,9.24,9.29,33,10071,90876.00,
500400,TATA POWER  ,A ,Q,93.30,93.30,90.50,90.75,90.75,93.55,2652,516458,47362258.00,
500402,SPMLINFRA   ,B ,Q,153.55,155.00,149.05,150.85,150.50,151.40,418,159881,24448445.00,
500403,SUNDARAM FAS,A ,Q,511.00,513.90,501.10,506.50,501.10,505.55,411,17871,9066751.00,
500404,SUNFLAG IRON,B ,Q,76.45,76.75,74.40,74.90,75.10,75.95,307,50450,3803541.00,
500405,SUPREME PET ,B ,Q,375.00,378.50,371.40,373.20,373.20,372.90,131,4604,1726339.00,
500407,SWARAJ ENGIN,B ,Q,1941.00,1959.95,1936.00,1945.05,1943.90,1946.60,73,485,943345.00,
500408,TATA ELXSI  ,A ,Q,949.00,952.20,929.75,931.85,935.00,948.40,943,31142,29266184.00,
500410,ACC LTD     ,A ,Q,1733.05,1742.35,1705.00,1709.30,1709.30,1735.15,498,9857,16915414.00,
500411,THERMAX     ,A ,Q,1210.00,1230.50,1150.00,1182.80,1182.80,1218.20,591,305208,366245912.00,
500412,THIRUMALAI  ,B ,Q,2210.00,2210.00,2123.55,2133.15,2133.15,2136.70,1420,19333,41481712.00,
500413,THOMAS COOK ,B ,Q,245.35,247.00,241.40,243.10,242.00,244.25,231,9322,2273563.00,
500418,TOKYO PLAST ,B ,Q,130.20,133.00,126.20,126.60,126.60,129.95,50,2334,297924.00,
500420,TORRENT PHAR,A ,Q,1339.90,1346.95,1322.80,1332.00,1330.75,1332.35,337,3986,5329413.00,
500422,TRANSCHEM   ,X ,Q,28.10,29.50,28.10,28.95,28.90,28.90,16,1298,37283.00,
500425,AMBUJA CEME ,A ,Q,269.70,269.70,264.30,265.35,267.45,268.70,506,45316,12034678.00,
500429,UNIPHOS ENT.,B ,Q,90.00,92.60,89.75,90.00,90.00,91.05,16,1388,125371.00,
500439,VARD HOLDNG ,B ,Q,3730.00,3790.00,3700.00,3700.00,3700.00,3730.55,19,100,373609.00,
500440,HINDALCO    ,A ,Q,238.10,243.00,236.65,237.15,237.15,238.00,2248,1009893,241505370.00,
500444,WEST COAS PA,B ,Q,304.40,305.35,284.00,285.45,286.90,303.05,2929,126902,37090153.00,
500449,HIND.ORG.CHM,B ,Q,25.50,27.55,25.40,26.35,26.35,25.30,974,336426,8944736.00,
500456,PAS.ACRYLON ,X ,Q,26.10,26.10,25.50,25.90,25.90,25.70,121,39714,1021478.00,
500459,PROCTER &GAM,A ,Q,9649.05,9671.40,9525.00,9558.60,9558.60,9598.10,57,133,1273444.00,
500460,MUKAND LTD. ,B ,Q,85.25,85.45,83.75,84.15,83.80,85.45,119,11296,953880.00,
500463,AGCNET      ,B ,Q,157.35,161.40,155.00,156.90,156.90,155.30,361,9863,1557440.00,
500464,UCAL FUEL   ,B ,Q,247.10,262.70,246.00,250.25,250.25,235.20,8331,396760,100956675.00,
500467,HARR.MALAYAL,T ,Q,95.00,96.00,90.60,94.70,94.70,95.35,145,14362,1356498.00,
500469,FEDERAL BANK,A ,Q,108.00,108.95,106.45,106.75,106.75,108.25,1697,368691,39560346.00,
500470,TATA STEEL  ,A ,Q,700.85,708.25,686.75,689.20,689.20,700.00,4144,356715,248876027.00,
500472,SKF INDIA   ,A ,Q,1663.00,1674.70,1651.05,1656.50,1655.00,1665.00,53,3735,6213940.00,
500477,ASHOK LEYL. ,A ,Q,117.40,117.60,113.50,113.85,113.85,118.05,3041,889608,102296428.00,
500480,CUMMINS (I) ,A ,Q,857.00,859.55,848.05,850.20,850.20,856.15,202,2709,2313677.00,
500483,TATA COMM   ,A ,Q,721.80,722.50,695.95,700.15,700.15,714.05,1325,55016,39032942.00,
500488,ABBOTT (I)  ,B ,Q,5550.00,5550.00,5445.95,5457.20,5461.35,5555.25,157,488,2683480.00,
500490,BAJ HOLD INV,A ,Q,2900.05,2921.00,2855.25,2858.00,2855.25,2920.70,125,365,1049685.00,
500493,BHARAT FORGE,A ,Q,697.25,700.55,692.00,697.40,696.00,699.60,790,31845,22186718.00,
500495,ESCORTS LTD.,A ,Q,676.50,686.50,672.00,674.30,674.30,678.30,1810,94756,64291437.00,
500500,HIND.MOTORS ,B ,Q,8.10,8.10,7.58,7.60,7.65,7.79,111,61695,472784.00,
500510,LARSEN & TOU,A ,Q,1220.00,1221.00,1201.30,1202.85,1202.85,1221.40,3307,72595,87658673.00,
500520,MAH & MAH   ,A ,Q,1421.70,1428.05,1411.50,1419.25,1419.25,1419.00,1762,77653,110160404.00,
500530,BOSCH LTD   ,A ,Q,19960.00,20200.00,19665.75,19925.70,19925.70,19874.80,533,1103,21971998.00,
500540,PREMIER LTD ,B ,Q,30.00,30.15,29.50,29.55,29.80,29.60,18,2201,65312.00,
500547,BHARAT PET. ,A ,Q,512.00,515.55,498.00,499.80,499.80,513.00,2227,97268,48902474.00,
500550,SIEMENS LTD.,A ,Q,1180.10,1183.10,1152.85,1159.30,1166.40,1189.60,625,12370,14383373.00,
500570,TATA MOTORS ,A ,Q,411.00,415.70,405.55,405.70,405.70,410.20,4420,1407417,574304955.00,
500575,VOLTAS LTD  ,A ,Q,624.35,636.60,619.65,627.65,627.25,624.25,1297,56624,35673753.00,
500620,GREAT EASTE ,A ,Q,389.80,390.00,386.00,388.05,388.10,388.25,84,1963,761406.00,
500645,DEEPAK FERT.,B ,Q,403.00,403.00,392.50,393.75,393.75,403.75,930,28388,11238068.00,
500650,EXCEL INDUST,B ,Q,637.00,639.55,623.15,627.90,627.90,642.50,67,961,608616.00,
500655,GARWARE POLY,XT,Q,209.60,212.50,206.50,209.40,210.00,207.10,46,23919,5052388.00,
500660,GLAXOSMITH  ,A ,Q,2450.65,2455.00,2437.00,2443.00,2443.00,2450.65,129,609,1491136.00,
500670,GUJ.NARMADA ,A ,Q,468.80,468.80,452.90,456.00,456.00,469.00,1824,120415,55367018.00,
500672,NOVARTIS    ,B ,Q,638.00,639.90,631.25,632.80,632.80,633.85,156,3379,2144642.00,
500674,SANOFI      ,A ,Q,4650.50,4687.95,4569.95,4638.75,4656.05,4616.35,69,199,921996.00,
500676,GLAXOSMITHKL,A ,Q,6179.25,6285.00,6174.35,6260.70,6274.95,6215.75,165,13981,87722577.00,
500680,PFIZER LTD. ,A ,Q,2040.00,2077.85,2033.55,2048.15,2050.00,2043.00,477,2442,5025019.00,
500690,GUJ.ST.FERT ,A ,Q,141.00,142.40,139.10,140.00,140.00,140.80,879,133287,18759322.00,
500696,HIND UNI LT ,A ,Q,1318.00,1323.40,1309.20,1314.95,1315.00,1320.35,931,30026,39526783.00,
500710,AKZOINDIA   ,B ,Q,1779.45,1834.85,1779.00,1805.15,1815.00,1787.40,157,1309,2350636.00,
500730,NOCIL LTD   ,B ,Q,172.00,175.20,170.95,172.40,172.40,173.30,1014,113249,19577969.00,
500770,TATA CHEM.  ,A ,Q,745.95,747.50,726.50,729.20,729.20,737.40,1889,90853,66812337.00,
500777,T.P.L.      ,B ,Q,77.55,77.70,74.00,74.65,74.65,78.15,459,62531,4739890.00,
500780,ZUARIGLOB   ,B ,Q,271.80,271.80,253.25,255.20,255.20,268.45,524,40069,10417420.00,
500790,NESTLE (I)  ,A ,Q,7859.00,7949.50,7814.00,7910.90,7869.30,7859.45,334,1633,12882999.00,
500800,TATAGLOBAL  ,A ,Q,298.90,298.90,286.35,287.90,287.90,298.30,2713,468318,137046405.00,
500820,ASIAN PAINTS,A ,Q,1135.70,1135.70,1102.60,1118.50,1118.50,1128.10,2452,68873,76614235.00,
500825,BRITANIA IND,A ,Q,4810.00,4907.25,4810.00,4859.35,4850.00,4872.80,686,79395,388464234.00,
500830,COLGATE PALM,A ,Q,1092.00,1092.00,1065.50,1069.00,1067.00,1078.90,440,7855,8432577.00,
500840,EIH LTD.    ,B ,Q,148.10,154.90,144.65,145.55,145.55,144.00,514,28589,4269049.00,
500850,INDIAN HOTEL,A ,Q,120.50,123.60,118.00,120.70,120.70,120.25,790,85509,10405868.00,
500870,CASTROL     ,A ,Q,404.10,408.70,404.10,405.10,405.10,403.65,2734,184126,74756286.00,
500875,ITC LTD.    ,A ,Q,266.25,266.25,260.45,261.55,261.55,265.60,3932,472734,123748601.00,
500877,APOLLO TYRES,A ,Q,244.10,249.60,243.05,244.25,243.95,246.55,691,75794,18648468.00,
500878,CEAT LIMITED,A ,Q,1746.65,1759.95,1725.00,1733.45,1733.45,1751.30,913,19435,33814758.00,
500890,MODI RUBBER ,T ,Q,105.00,106.00,105.00,106.00,106.00,101.00,12,2500,263998.00,
500940,FINOLEX IND.,A ,Q,632.20,656.00,632.00,646.50,648.00,632.25,604,9509,6160238.00,
500945,VALUE IND L ,T ,Q,8.25,8.67,8.24,8.45,8.50,8.67,29,6809,56919.00,
501150,CENTRUM CAP ,B ,Q,78.60,78.60,75.35,75.80,75.80,78.70,1010,345448,26433717.00,
501179,OSCAR INV.  ,X ,Q,248.90,257.00,223.00,226.30,225.00,228.65,47,3518,810546.00,
501242,TCI FINANCE ,B ,Q,26.00,27.00,25.60,25.80,25.80,26.90,181,35928,942088.00,
501295,INDUS.INV.TR,T ,Q,120.00,124.00,120.00,124.00,124.00,118.10,15,952,117648.00,
501298,INDUS.&PRUD.,X ,Q,1352.05,1371.00,1352.05,1368.15,1360.00,1380.00,5,35,47830.00,
501301,TATA INVEST.,B ,Q,860.15,864.95,839.00,842.55,842.55,858.05,372,6233,5286789.00,
501343,MOTOR&GEN.FI,B ,Q,50.25,50.25,45.80,45.95,45.80,50.85,83,6709,315504.00,
501370,WALCHAND PF ,X ,Q,164.50,169.00,162.30,163.70,163.00,162.90,29,1606,263653.00,
501391,W.H.BRADY   ,XT,Q,223.65,230.00,223.65,230.00,230.00,223.65,2,39,8747.00,
501423,SHA ENG PLA ,X ,Q,881.00,910.00,881.00,901.85,900.00,897.00,70,1375,1235776.00,
501425,BOM.BURMAH  ,A ,Q,1516.00,1516.00,1466.10,1476.85,1476.85,1508.00,868,19670,29323566.00,
501430,BOM.CYCLE   ,X ,Q,1882.10,1882.10,1882.10,1882.10,1882.10,1925.00,2,11,20703.00,
501455,GREAVES COTT,B ,Q,120.55,121.30,118.80,119.10,119.10,121.25,492,88120,10583083.00,
501477,MULLER & PHI,XT,Q,77.00,77.00,77.00,77.00,77.00,73.35,1,25,1925.00,
501700,INDIA NIVEH ,X ,Q,48.70,48.75,48.65,48.75,48.75,48.70,45,6283,306098.00,
501827,CENTRAL RLY ,XT,Q,499.90,499.90,499.90,499.90,499.90,500.00,1,30,14997.00,
501833,CHOWGULE ST ,XT,Q,16.90,17.10,15.55,16.20,15.55,16.30,34,12604,213690.00,
501848,GLOBAL OFFS ,T ,Q,34.90,34.90,34.20,34.50,34.20,34.15,31,8967,310473.00,
502015,ASSOC.STONE ,X ,Q,40.80,43.65,40.80,41.95,41.90,42.15,346,82936,3543910.00,
502090,SAGAR CEM.  ,B ,Q,828.00,828.00,812.00,818.05,818.00,828.65,96,1587,1299802.00,
502137,DECAN CEMENT,B ,Q,563.10,565.00,550.00,555.00,555.00,560.45,27,423,236502.00,
502157,MANGALAM CEM,B ,Q,339.50,342.00,335.20,335.70,336.05,343.80,60,2557,865798.00,
502165,OCL INDIA L ,B ,Q,1495.05,1519.40,1480.45,1494.80,1490.00,1516.25,23,99,148897.00,
502168,N C L IND.  ,B ,Q,242.45,248.00,240.05,245.20,243.90,242.35,215,18604,4527532.00,
502175,SAURAS.CEM. ,X ,Q,82.60,83.60,81.10,82.20,82.20,82.90,141,16548,1364521.00,
502180,SRI DIGV CEM,X ,Q,26.00,26.55,25.80,25.85,25.85,26.25,143,109372,2852386.00,
502219,BOROSIL GLAS,B ,Q,1015.05,1020.00,970.00,976.25,976.25,1012.50,1697,26900,26531640.00,
502281,TRIVENI GLAS,XT,Q,20.30,22.15,20.30,21.75,21.75,21.15,86,29557,641140.00,
502330,IPAPPM      ,B ,Q,318.00,322.20,310.80,312.90,312.55,322.20,466,16675,5268635.00,
502355,BALKRISH IND,A ,Q,2390.00,2438.40,2379.25,2423.15,2423.15,2388.35,2395,34949,84472681.00,
502407,NATH PULP   ,X ,Q,48.20,50.45,45.00,47.65,46.00,48.20,26,5471,261268.00,
502420,ORIENT PAPER,B ,Q,134.20,138.25,133.40,135.35,135.35,134.20,1075,77078,10472163.00,
502445,CITADEL     ,X ,Q,76.20,81.90,76.20,79.50,79.50,79.75,15,1535,123187.00,
502448,ROLLATAINER ,T ,Q,6.06,6.36,5.99,6.16,6.18,6.08,25,6915,42446.00,
502450,SESHA.PAPER ,B ,Q,899.00,900.00,871.15,876.00,876.00,898.10,126,1286,1139312.00,
502587,RAMA PULP   ,XT,Q,38.65,38.65,36.70,37.00,37.00,36.85,74,29945,1124270.00,
502742,SINTEX IND. ,A ,Q,23.85,23.90,23.50,23.65,23.65,23.70,663,470676,11137666.00,
502761,BLUE BLEND  ,B ,Q,30.85,30.85,29.00,29.10,29.10,30.90,55,21615,633419.00,
502820,DCM LTD.    ,B ,Q,109.50,111.80,106.05,108.05,107.40,109.75,129,4274,466338.00,
502865,FORBES & CO ,B ,Q,2667.35,2696.95,2587.30,2614.70,2615.00,2667.35,364,2195,5810846.00,
502873,H.P.COTTON  ,X ,Q,35.00,36.50,35.00,36.50,36.50,38.75,8,5181,181669.00,
502937,KESORAM IND ,B ,Q,153.90,153.90,147.50,148.25,148.25,153.20,1566,140230,21115887.00,
502958,LAKSHMI MILL,X ,Q,2990.00,3300.00,2950.00,2957.10,2957.10,2892.65,92,395,1193812.00,
502986,VARDH TEXT  ,B ,Q,1304.00,1325.00,1303.00,1316.50,1310.00,1295.70,173,1290,1697695.00,
503015,MODERN INDIA,X ,Q,55.00,55.00,53.00,53.00,53.00,52.50,2,2,108.00,
503031,PENLAND LTD ,B ,Q,37.00,38.50,36.15,36.90,36.85,36.55,1665,468385,17557419.00,
503092,PASUPATI SPG,X ,Q,20.00,21.35,19.80,21.35,21.35,20.80,7,346,6920.00,
503100,PHOENIX MILL,B ,Q,561.60,564.00,557.95,559.00,560.00,554.70,134,1693,948191.00,
503101,MARATHON NEX,B ,Q,590.00,601.05,585.35,599.25,595.00,584.70,49,2188,1302157.00,
503127,RAJA BAHADUR,XT,Q,845.00,845.00,840.00,840.00,840.00,865.90,2,29,24440.00,
503162,REL.CHEMOTX ,X ,Q,84.50,86.90,84.35,84.40,84.40,84.75,16,679,57942.00,
503169,RUBY MILLS  ,B ,Q,316.05,323.95,313.75,317.10,313.75,319.90,18,552,174991.00,
503205,SHREERAM    ,X ,Q,50.20,50.50,49.10,50.45,50.50,51.40,22,3820,190056.00,
503229,SIMPLEX REAL,X ,Q,101.90,110.90,101.90,110.35,110.35,107.25,7,361,37945.00,
503310,SWAN ENG    ,B ,Q,185.95,189.40,183.00,187.65,187.65,188.20,1550,331568,62088761.00,
503349,VICTORIA MIL,X ,Q,3760.00,3800.00,3659.00,3704.00,3659.00,3883.80,8,10,37728.00,
503657,VEER ENERGY ,X ,Q,34.25,34.25,30.55,32.00,32.00,33.90,215,78070,2539031.00,
503722,BANSW.SYNTEX,B ,Q,135.50,139.00,135.50,136.50,136.15,136.40,55,4595,632338.00,
503776,MODIPON     ,XT,Q,36.00,36.00,35.55,35.55,35.55,37.00,3,250,8977.00,
503804,SHRI DINESH ,X ,Q,197.00,216.95,190.00,216.95,216.95,197.25,353,51742,10927974.00,
503806,SRF LIMITED ,A ,Q,1827.45,1869.75,1827.45,1847.20,1847.20,1835.80,873,16312,30261010.00,
503811,SIYARAM SILK,B ,Q,779.00,779.00,744.10,750.50,750.50,750.30,92,1010,758476.00,
503831,FOMENTO HOTE,X ,Q,142.00,142.00,135.10,139.00,141.00,137.65,30,1047,145509.00,
503837,SHREE RAJSYN,SS,Q,18.55,20.05,18.55,19.90,20.05,20.20,15,4429,82708.00,
503960,BHARAT BIJLE,B ,Q,1053.50,1083.40,1050.00,1061.00,1061.00,1063.30,218,1683,1802364.00,
504000,ELPRO INTER ,X ,Q,52.00,52.00,49.00,50.00,50.00,50.20,13,1950,96010.00,
504008,EMCO LTD.   ,B ,Q,20.30,20.50,18.35,18.55,18.55,20.30,451,111974,2112948.00,
504028,GEE LTD     ,X ,Q,53.05,53.05,52.00,52.55,52.55,53.45,21,2752,143871.00,
504036,HIND.RECT   ,B ,Q,117.00,118.00,116.00,117.50,117.50,116.00,20,571,66858.00,
504058,NIPPOBATRY  ,B ,Q,873.00,873.00,831.05,850.10,860.10,870.00,36,318,269298.00,
504067,ZENSAR TECH.,B ,Q,844.95,848.15,838.05,839.00,847.00,849.90,14,348,292848.00,
504076,JYOTI LTD.  ,X ,Q,50.00,50.00,49.55,49.55,49.55,51.00,3,781,39018.00,
504080,JSL LTD.    ,XT,Q,104.05,104.05,104.05,104.05,104.05,109.50,1,25,2601.00,
504084,KAYCEE IND  ,X ,Q,6895.00,7010.00,6750.00,6970.60,7000.00,6990.00,13,28,193570.00,
504092,INDOKEM LTD.,X ,Q,27.40,28.75,27.40,28.35,28.20,28.30,41,9340,265393.00,
504093,PANA ENERG  ,XT,Q,370.00,373.00,354.35,360.15,360.00,362.50,92,2360,857459.00,
504112,NELCO LTD.  ,B ,Q,120.00,121.95,117.10,117.60,117.30,117.10,664,42470,5070805.00,
504132,PERM MAGNETS,X ,Q,88.35,88.35,76.30,80.25,81.00,84.45,94,6028,483643.00,
504176,HIGH ENERGY ,X ,Q,305.10,348.00,305.10,331.25,331.25,324.95,71,1087,342024.00,
504180,STD.BATTERY ,XT,Q,7.43,7.43,7.10,7.10,7.10,7.43,6,1009,7328.00,
504212,UNIV.CABLE  ,B ,Q,179.85,179.95,174.00,174.55,175.00,179.70,229,14850,2617731.00,
504220,W.S.INDUSTR.,B ,Q,8.79,8.79,7.85,7.85,7.85,8.72,356,233505,1896947.00,
504240,DELTON CABLE,XT,Q,28.00,28.00,28.00,28.00,28.00,28.60,9,1968,55104.00,
504258,LAKSHMI ELEC,X ,Q,746.00,754.00,740.00,742.25,740.00,749.70,78,4722,3543589.00,
504273,TUMUS ELECTR,P ,Q,49.40,49.40,49.40,49.40,49.40,47.05,1,50,2470.00,
504286,DELTA MAG   ,B ,Q,48.60,48.60,48.60,48.60,48.60,46.30,2,2,97.00,
504340,CONFINT     ,X ,Q,0.53,0.53,0.53,0.53,0.53,0.53,2,501,265.00,
504341,RELTD       ,XT,Q,39.75,41.15,39.75,41.15,41.15,39.20,5,761,30920.00,
504378,NYSSACORP   ,XT,Q,2.07,2.07,2.05,2.05,2.05,2.07,2,1020,2091.00,
504392,KRISHNA VEN ,XT,Q,258.95,258.95,258.95,258.95,258.95,270.15,1,5,1294.00,
504605,UNI ABEX    ,SS,Q,358.00,394.25,358.00,394.25,394.25,375.50,3,35,12892.00,
504614,SARDA ENMIN ,B ,Q,466.20,470.60,451.05,454.05,454.05,469.10,752,21272,9765732.00,
504646,BHAGWATI AUT,X ,Q,129.85,143.00,125.00,131.50,129.00,129.85,55,5069,670818.00,
504673,UNIV.PRIME  ,XT,Q,1.72,1.72,1.72,1.72,1.72,1.81,1,50,86.00,
504701,GONTER PEIP ,X ,Q,9.00,9.25,8.79,8.83,8.79,9.25,18,903688,7944567.00,
504741,IND.HUME PIP,B ,Q,425.00,431.00,424.50,427.85,429.60,429.00,82,1504,643434.00,
504746,IND.LINKCHAI,P ,Q,588.00,588.00,546.00,546.00,546.00,560.00,4,70,39690.00,
504786,INVEST &PREC,X ,Q,440.10,440.10,423.00,424.15,424.15,425.65,48,2387,1025388.00,
504879,ORIENT ABRAS,B ,Q,54.15,55.45,53.20,53.55,53.35,54.65,182,30899,1675314.00,
504903,RATHI ST    ,XT,Q,2.53,2.55,2.53,2.55,2.55,2.44,8,2700,6870.00,
504908,DUNCANENG   ,ST,Q,101.85,101.85,101.85,101.85,101.85,97.00,2,78,7944.00,
504918,SANDUR MANG.,X ,Q,1184.00,1229.00,1160.25,1163.10,1163.10,1184.00,709,16885,20151367.00,
504959,STOVAC IND. ,X ,Q,3081.00,3125.00,3076.10,3080.00,3080.00,3103.30,19,222,685757.00,
504960,STEWARTS    ,XT,Q,21.35,21.35,21.35,21.35,21.35,22.45,2,500,10675.00,
504961,TATA YODOGAW,SS,Q,65.05,66.00,63.25,64.70,63.25,66.50,15,2088,135094.00,
