SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533393,TCI DEVELP  ,T ,Q,578.05,596.50,578.05,595.95,585.00,569.00,7,1628,969173.00,
533398,MUTHOOT FIN ,A ,Q,435.15,440.40,430.80,431.80,431.00,438.30,539,70864,30843112.00,
533400,FCONSUMER   ,A ,Q,67.00,67.40,65.00,65.20,65.20,66.95,3443,866063,56986063.00,
533401,SERVALAKSHMI,Z ,Q,1.40,1.47,1.40,1.47,1.47,1.47,13,11768,17132.00,
533407,CIL NOVA    ,B ,Q,41.00,45.65,41.00,43.05,43.05,43.25,87,11320,483770.00,
533408,BSLGOLDETF  ,E ,Q,2655.05,2655.05,2650.00,2650.00,2650.00,2832.02,6,13,34500.00,
533411,SANGH FORG  ,B ,Q,42.70,42.70,40.35,40.40,40.40,40.50,23,2491,102089.00,
533427,VMS INDUSTR ,X ,Q,18.05,18.05,17.95,18.05,18.05,17.70,27,3230,58285.00,
533451,KARMA ENERG ,T ,Q,41.00,41.85,40.00,41.85,41.85,41.15,10,845,33981.00,
533452,WEIZMANN FX ,B ,Q,1456.00,1470.00,1408.00,1423.50,1423.50,1458.80,217,2200,3156302.00,
533470,RUSHIL DECOR,B ,Q,885.00,907.00,881.80,897.75,896.50,887.60,127,2304,2064312.00,
533477,ENKEI WHEEL ,X ,Q,370.00,376.65,370.00,374.60,374.60,371.50,37,966,361948.00,
533482,KRIINFRA    ,B ,Q,97.50,102.00,96.50,99.60,99.60,98.20,1965,206877,20568814.00,
533499,BGLOBAL     ,T ,Q,5.70,5.95,5.60,5.90,5.66,5.80,39,45587,266746.00,
533506,INVENTURE   ,B ,Q,13.40,13.49,13.15,13.49,13.49,13.66,14,8215,110504.00,
533519,LNT FH      ,A ,Q,170.00,171.10,165.75,166.20,166.35,171.10,3504,337269,56703448.00,
533520,SORILHOLD   ,T ,Q,230.10,243.00,230.00,239.40,240.00,238.65,421,49772,11821687.00,
533540,TREE HOUSE  ,T ,Q,13.80,14.50,13.80,14.10,13.95,14.45,54,13223,186121.00,
533543,BROOKS LABS ,B ,Q,104.30,106.25,103.50,104.60,104.60,105.05,132,8202,862326.00,
533552,RUPA & CO   ,B ,Q,454.05,509.45,450.50,479.30,479.30,449.05,7100,198992,98095487.00,
533553,TD POWER    ,B ,Q,178.45,184.10,175.55,176.20,176.20,176.50,193,8866,1570455.00,
533569,SRS LIMITED ,B ,Q,1.63,1.70,1.61,1.70,1.70,1.62,134,440730,740559.00,
533570,AXISGOLD    ,E ,Q,2495.00,2495.00,2495.00,2495.00,2495.00,2490.10,1,1,2495.00,
533573,ALEM PHARMA ,A ,Q,525.00,533.00,513.00,523.25,524.50,517.80,410,8018,4222985.00,
533576,VASWANI IND ,B ,Q,15.50,15.50,15.03,15.21,15.10,15.25,18,5844,89408.00,
533581,PG ELECTRO  ,B ,Q,402.50,402.75,391.00,393.50,392.00,400.60,53,6142,2440182.00,
533605,PRAKASH CON ,B ,Q,5.30,6.18,5.20,6.05,6.05,5.66,1022,983502,5759581.00,
533608,RDB RASAYAN ,X ,Q,52.00,52.70,51.05,51.60,52.20,51.65,82,9822,509882.00,
533629,TIJARIA PPL ,B ,Q,9.45,9.54,9.00,9.51,9.54,9.09,81,31443,298352.00,
533632,ONELIFE CAP ,T ,Q,26.00,26.60,26.00,26.00,26.00,26.75,7,1631,42412.00,
533638,FLEXITUFF   ,B ,Q,81.30,81.50,78.45,79.85,79.50,81.65,66,1869,149447.00,
533644,UJAAS       ,B ,Q,22.60,22.65,21.90,22.05,21.90,22.65,151,50227,1121823.00,
533655,TRIVENITURB ,B ,Q,130.50,130.85,125.50,128.45,129.05,130.40,115,4124,528936.00,
533676,INDO THAI   ,B ,Q,61.70,62.75,61.50,61.55,61.60,62.75,26,1132,70257.00,
533704,ESSAR SHIP  ,B ,Q,26.65,26.90,26.65,26.70,26.65,26.85,18,3761,100349.00,
533758,APL APOLLO  ,B ,Q,1972.00,1977.00,1900.00,1930.95,1930.95,1971.65,610,3647,7036933.00,
533761,GPT INFRA   ,B ,Q,189.30,192.40,183.15,183.55,183.55,190.25,151,6207,1165311.00,
533896,FERVENTSYN  ,X ,Q,21.95,21.95,20.00,20.15,20.00,22.00,6,549,11141.00,
533941,TSIL        ,T ,Q,15.20,16.00,15.20,16.00,16.00,16.00,2,90,1400.00,
533982,TERASOFTWARE,B ,Q,64.00,65.95,63.00,64.90,65.25,63.40,104,7392,474398.00,
534060,PMCFIN      ,X ,Q,0.42,0.42,0.40,0.41,0.40,0.42,137,718959,290964.00,
534063,FUT SOL     ,XT,Q,27.00,27.50,27.00,27.00,27.00,27.00,8,1285,34982.00,
534076,ORIENT REF  ,B ,Q,160.00,161.95,157.00,160.05,160.00,160.65,113,8815,1403466.00,
534091,MCX LTD     ,A ,Q,972.25,982.25,962.60,966.60,965.15,980.20,583,13647,13277585.00,
534139,SCHNEIDER   ,B ,Q,125.50,125.50,122.30,122.80,122.80,125.50,135,7569,937006.00,
534184,NORL        ,B ,Q,3.98,3.98,3.90,3.96,3.98,3.96,58,38566,151780.00,
534190,OLYMPIC     ,X ,Q,9.00,9.30,9.00,9.25,9.25,9.00,14,1190,10762.00,
534309,NBCC        ,A ,Q,254.50,255.65,250.50,251.35,251.35,254.10,2158,166541,42093313.00,
534312,MT EDUCARE  ,T ,Q,70.25,70.25,67.05,67.05,67.05,70.55,142,46348,3111038.00,
534328,HEXATRADEX  ,T ,Q,40.25,40.50,37.80,40.50,40.50,38.60,64,31108,1254111.00,
534338,MAXHEIGHTS  ,X ,Q,52.00,55.00,51.05,54.85,54.85,54.90,22,10504,546677.00,
534369,TBZ LTD     ,B ,Q,120.10,124.00,119.55,120.70,120.70,121.35,596,58701,7137760.00,
534392,VSSL        ,B ,Q,164.55,168.05,161.20,161.85,161.85,165.40,110,6242,1029044.00,
534422,LOOKS       ,ST,Q,16.30,16.30,16.30,16.30,16.30,17.15,2,325,5297.00,
534425,SPECIALITY R,B ,Q,173.85,177.65,149.00,170.05,169.75,172.65,229,8405,1452877.00,
534532,LYPSA GEMS  ,B ,Q,39.25,39.25,36.70,37.30,36.75,37.65,221,48574,1835022.00,
534535,BIOGRPAPER  ,XT,Q,1.66,1.66,1.66,1.66,1.66,1.66,1,50,83.00,
534597,RTNINFRA    ,T ,Q,8.60,8.85,8.45,8.61,8.67,8.72,100,80716,695858.00,
534598,SEPOWER     ,B ,Q,8.90,10.00,8.90,10.00,10.00,9.80,4,16,154.00,
534600,JTL INFRA   ,XT,Q,134.40,134.40,125.10,128.00,128.00,128.00,67,7566,971191.00,
534612,AMTL        ,X ,Q,33.25,33.50,31.50,32.35,32.60,33.75,179,44480,1432779.00,
534615,NECC LTD    ,B ,Q,33.70,33.70,31.25,31.40,31.45,31.80,73,6797,215064.00,
534618,SANGAM ADV  ,XT,Q,51.30,51.30,50.10,50.35,50.35,51.25,18,17708,902412.00,
534623,JUPITER INFO,X ,Q,78.00,78.00,77.00,77.00,77.00,77.20,2,170,13190.00,
534659,JOINTECA ED ,MT,Q,9.44,9.44,9.44,9.44,9.44,9.93,1,8000,75520.00,
534674,DUCON       ,B ,Q,43.80,46.40,43.80,44.85,45.00,43.80,587,67932,3079110.00,
534675,PROZONINTU  ,B ,Q,70.00,78.35,70.00,75.65,75.65,70.90,4269,535711,40513096.00,
534680,SRG HFL     ,X ,Q,242.00,250.00,238.10,241.80,241.80,242.00,53,5610,1360635.00,
534690,LAKSHMIVILAS,A ,Q,148.00,150.85,145.05,148.10,147.45,147.55,464,133854,19792983.00,
534691,COMFORT COM ,B ,Q,15.70,15.70,15.70,15.70,15.70,15.70,5,290,4553.00,
534707,ANSHUS CLOTH,X ,Q,1.39,1.48,1.39,1.44,1.39,1.45,6,391,561.00,
534731,BRONZE INFRA,X ,Q,0.66,0.66,0.66,0.66,0.66,0.66,7,4538,2995.00,
534734,RMCHEM      ,X ,Q,8.51,8.51,8.51,8.51,8.51,8.51,3,5060,43060.00,
534741,VIRTUAL GLO ,X ,Q,0.89,0.89,0.89,0.89,0.89,0.85,2,1250,1112.00,
534742,ZUARI AGRO  ,B ,Q,498.10,510.05,496.00,500.95,505.20,502.85,932,44937,22477354.00,
534748,STEEL EXCH  ,B ,Q,47.20,47.20,47.20,47.20,47.20,49.65,43,5193,245109.00,
534755,TRIO MERCAN ,X ,Q,12.60,12.75,12.60,12.75,12.75,12.55,14,47176,595344.00,
534756,TARA JEWELS ,B ,Q,19.60,19.85,19.45,19.50,19.50,19.70,65,9908,194462.00,
534758,CIGNITI TECH,B ,Q,279.85,283.90,274.00,281.35,283.00,276.10,116,4921,1374895.00,
534796,PANKAJ POLY ,X ,Q,44.10,44.10,44.00,44.05,44.00,44.00,2,450,19825.00,
534804,CARERATING  ,A ,Q,1370.90,1378.70,1348.85,1352.30,1350.25,1356.15,151,960,1303349.00,
534809,PC JEWELLER ,A ,Q,430.00,453.35,425.30,443.85,443.85,433.65,7722,512301,227530906.00,
534816,BH INFRATEL ,A ,Q,368.10,368.25,354.20,355.35,355.35,367.95,5858,106987,38385550.00,
534920,COVIDH      ,XT,Q,0.85,0.86,0.85,0.86,0.86,0.85,6,4861,4131.00,
534927,ESTEEM BIO  ,M ,Q,27.70,27.70,27.70,27.70,27.70,28.25,28,175440,4859688.00,
534976,VMART       ,B ,Q,1350.15,1368.95,1338.00,1340.45,1340.00,1353.20,37,671,902792.00,
535141,SUNSTAR R   ,B ,Q,14.50,14.55,13.50,14.15,14.15,14.15,123,269114,3744833.00,
535267,COM FINCAP  ,X ,Q,14.45,14.68,14.20,14.34,14.35,14.40,132,27282,392626.00,
535276,SBISENSEX   ,B ,Q,352.50,353.00,351.30,351.30,351.30,352.50,6,82,28835.00,
535279,BOTHRA MET  ,M ,Q,16.70,16.70,16.30,16.30,16.30,16.95,2,8000,132000.00,
535322,REPCO HOME  ,A ,Q,650.00,651.70,635.00,638.80,638.80,645.00,797,14219,9173011.00,
535458,NRB IND BEA ,B ,Q,30.50,30.70,29.10,29.30,29.30,29.20,45,3197,95493.00,
535467,AIFL        ,B ,Q,518.85,522.55,507.00,511.60,510.80,520.50,547,53649,27738862.00,
535566,KIFS FSL    ,XT,Q,86.00,88.90,86.00,88.90,88.90,89.90,4,210,18089.00,
535601,SREELEATHER ,B ,Q,181.90,185.00,181.00,183.55,185.00,178.60,49,3835,700080.00,
535602,SHARDA MOTOR,B ,Q,2720.00,2736.10,2640.00,2648.10,2648.10,2713.10,188,1140,3059181.00,
535620,BINNY MILLS ,X ,Q,242.55,270.00,242.55,259.85,259.85,256.65,11,718,190277.00,
535621,SV GLOBAL   ,X ,Q,126.35,137.00,126.35,137.00,137.00,130.50,9,568,76732.00,
535648,JUSTDIAL    ,A ,Q,531.00,533.90,511.00,514.65,514.65,530.10,2312,181562,94872148.00,
535657,OONE        ,X ,Q,1.66,1.66,1.65,1.65,1.65,1.66,3,2000,3315.00,
535658,PAWANSUT    ,X ,Q,5.12,5.45,5.07,5.37,5.39,5.30,49,26682,139819.00,
535693,BRAHM INFRA ,X ,Q,36.00,36.80,35.90,36.70,36.80,34.90,4,42,1540.00,
535730,KHOOBSURAT  ,X ,Q,0.20,0.20,0.20,0.20,0.20,0.19,1,500,100.00,
535754,ORIENT CEM  ,B ,Q,167.25,167.30,164.45,165.65,165.65,165.55,69,404873,67208117.00,
535755,ABFRL       ,A ,Q,168.00,173.80,168.00,170.55,170.55,169.55,1479,1160474,196496652.00,
535789,IBUL HSG FIN,A ,Q,1197.00,1199.20,1184.55,1191.60,1190.55,1199.20,1302,55604,66271109.00,
536128,VKJINFRA    ,B ,Q,3.80,3.84,3.73,3.77,3.77,3.80,365,626645,2373587.00,
536170,KUSHAL      ,T ,Q,141.80,142.50,139.70,140.10,140.10,140.95,856,223891,31629883.00,
536264,TIGER LOGS  ,B ,Q,205.00,211.45,205.00,208.90,210.00,206.80,334,16437,3434440.00,
536456,RJ BIOTECH  ,M ,Q,18.05,18.05,18.05,18.05,18.05,19.00,1,3000,54150.00,
536493,JKAGRI GEN  ,X ,Q,1168.00,1205.00,1167.20,1174.05,1173.00,1179.40,64,1544,1836017.00,
536507,FUTLIF FAS  ,B ,Q,343.00,347.75,339.85,340.50,340.00,342.85,270,11437,3896694.00,
536592,SKFL        ,ST,Q,3.35,3.45,3.35,3.45,3.45,3.35,2,50,172.00,
536659,PVVINFRA    ,X ,Q,16.05,18.65,16.00,16.50,16.00,17.05,98,25034,424867.00,
536738,STELLAR CAP ,M ,Q,3.92,3.92,3.66,3.67,3.66,3.65,29,360000,1329360.00,
536751,FIVEXTRADE  ,X ,Q,0.93,0.95,0.90,0.90,0.90,0.93,8,2025,1848.00,
536773,JIN POLY INV,B ,Q,72.50,73.05,71.05,71.55,72.50,72.25,12,1490,108429.00,
536799,SRS FINANCE ,X ,Q,12.00,12.00,10.00,10.82,11.50,11.15,86,42881,480201.00,
536960,M100        ,B ,Q,20.05,24.86,20.05,23.59,24.00,21.00,17,9057,189553.00,
536965,BP CAPITAL  ,XT,Q,12.70,12.70,12.70,12.70,12.70,12.10,1,1000,12700.00,
536974,CAPTAIN POLY,B ,Q,155.00,161.95,149.50,150.35,150.00,156.50,99,7458,1145128.00,
536994,RCLENDPLAD  ,B ,Q,13.05,14.85,13.05,14.85,14.85,13.50,3,1001,13082.00,
536995,RCLENDPLAG  ,B ,Q,22.00,22.65,22.00,22.65,22.65,21.60,5,3000,66650.00,
537007,NIFTYIWIN   ,B ,Q,104.90,105.64,104.90,105.00,105.00,105.50,15,355,37387.00,
537008,NIF100IWIN  ,B ,Q,112.62,112.62,112.08,112.08,112.08,112.92,2,36,4045.00,
537069,ARNOLD HOLD ,X ,Q,6.96,6.96,6.60,6.85,6.85,6.66,26,122461,842883.00,
537092,MODEX INT   ,X ,Q,40.00,42.00,40.00,42.00,42.00,40.00,26,13307,532380.00,
537253,SUNIL HEALTH,X ,Q,79.25,79.85,76.15,77.05,77.05,79.25,17,1317,101646.00,
537254,RCI IND     ,B ,Q,196.05,203.45,196.05,202.00,202.00,199.20,698,129602,25916071.00,
537259,SUYOG TELE  ,T ,Q,342.00,342.00,342.00,342.00,342.00,326.00,1,2,684.00,
537291,NATH BIOGEN ,B ,Q,470.05,474.55,460.65,464.60,464.60,466.35,1092,40745,19094632.00,
537292,AGRI TECH   ,B ,Q,117.00,120.35,115.00,115.35,115.00,118.05,59,2392,282411.00,
537326,CHEMTECH IND,B ,Q,19.00,19.00,17.95,18.95,18.95,18.80,7,536,9970.00,
537524,VIAANINDUS  ,X ,Q,35.05,36.20,34.20,34.95,34.95,35.45,662,382108,13409217.00,
537536,DENIS CHEM  ,X ,Q,125.10,127.40,124.00,124.30,125.00,124.45,50,5297,664267.00,
537582,UNISHIRE    ,M ,Q,5.59,5.59,5.39,5.59,5.59,5.49,27,280000,1557300.00,
537708,KOTAKNIFTY  ,B ,Q,104.50,104.75,103.80,104.75,104.75,105.00,20,2352,246158.00,
537750,KIRAN VYPAR ,X ,Q,140.90,140.90,135.00,135.15,135.15,137.10,63,8256,1125242.00,
537800,MANGALAM IND,XT,Q,1.80,1.80,1.74,1.74,1.74,1.83,9,10117,17698.00,
537820,VFL         ,T ,Q,8.30,8.30,8.10,8.11,8.10,8.40,16,22015,180485.00,
537839,PHOENIX TN  ,XT,Q,12.50,12.50,12.50,12.50,12.50,13.15,4,857,10712.00,
537840,RAUNAQEPC   ,X ,Q,175.95,175.95,166.80,167.50,167.50,170.90,3,90,15321.00,
537954,SKP         ,B ,Q,27.00,29.80,27.00,28.45,28.45,28.40,255,592843,16240389.00,
538019,OBI LTD     ,T ,Q,84.55,84.65,80.65,84.65,84.65,80.65,27,2468,208445.00,
538057,CPSE ETF    ,B ,Q,29.30,29.63,29.11,29.21,29.15,29.40,157,83860,2459770.00,
538081,HARIA APL   ,X ,Q,3.06,3.20,3.06,3.20,3.20,3.05,10,3882,12018.00,
538092,JOONKTOLLEE ,XT,Q,161.50,162.55,161.00,161.90,161.90,156.60,13,748,120763.00,
538119,RNB DENIMS  ,M ,Q,46.50,46.50,41.00,41.00,41.00,41.00,2,10000,437500.00,
538128,WOMENS NEXT ,M ,Q,94.50,94.50,94.50,94.50,94.50,95.00,3,6000,567000.00,
538212,SHARP INV   ,X ,Q,1.21,1.33,1.21,1.24,1.33,1.27,16,13254,16277.00,
538268,WONDERLA    ,B ,Q,360.50,361.50,359.20,361.00,361.40,359.25,81,2285,823275.00,
538319,GCM CAPI    ,M ,Q,2.79,2.79,2.79,2.79,2.79,2.54,2,2000,5580.00,
538365,ADHUNIKIND  ,T ,Q,87.90,88.60,86.00,88.60,88.60,84.40,77,11852,1047573.00,
538401,MAESTROS ELE,X ,Q,17.95,18.20,17.10,18.20,18.20,17.95,5,1610,28465.00,
538423,ALPS MOTOR  ,X ,Q,19.10,20.50,18.75,20.50,19.60,19.85,25,3615,72382.00,
538433,CLASSIC     ,XT,Q,0.58,0.58,0.58,0.58,0.58,0.58,3,460,266.00,
538476,CTL         ,XT,Q,4.80,4.85,4.47,4.60,4.65,4.70,154,142526,651917.00,
538520,SBL         ,X ,Q,0.33,0.33,0.33,0.33,0.33,0.33,2,4393,1449.00,
538521,CROWNTOURS  ,XT,Q,9.81,9.81,9.53,9.57,9.53,9.81,4,361,3456.00,
538547,OASIS       ,B ,Q,83.75,84.10,78.20,83.10,83.50,84.10,43,27066,2232624.00,
538557,SAIBABA     ,SS,Q,19.10,19.10,19.10,19.10,19.10,19.10,34,3040,58064.00,
538562,SKIPPER     ,B ,Q,266.00,268.20,261.10,263.50,265.50,267.95,221,5857,1547100.00,
538564,JAMESWARREN ,X ,Q,133.20,137.00,130.00,131.05,131.00,135.00,24,3547,463562.00,
538566,BESTSTEEL   ,XT,Q,102.00,102.00,97.00,98.30,98.00,98.10,136,24755,2436828.00,
538567,GULFOIL LUB ,B ,Q,990.65,990.65,957.00,964.40,978.70,970.10,186,1773,1710567.00,
538568,FRUTION     ,XT,Q,13.62,13.62,13.62,13.62,13.62,12.98,6,1150,15663.00,
538570,ACHAL       ,XT,Q,1.79,1.87,1.71,1.72,1.85,1.79,53,39569,71512.00,
538595,GLOSTER     ,X ,Q,649.90,649.90,607.80,614.05,612.05,620.15,35,771,474679.00,
538607,TOYAMIND    ,X ,Q,4.20,4.29,4.10,4.13,4.16,4.07,58,40253,167523.00,
538635,SNOWMAN     ,B ,Q,57.05,57.85,56.10,56.20,56.20,57.05,564,121669,6914634.00,
538646,PARNAMI     ,XT,Q,9.40,9.40,9.30,9.35,9.35,9.35,198,84000,785137.00,
538647,PURSHOTTAM  ,X ,Q,39.95,40.25,37.00,40.15,40.20,36.60,79,104832,4057090.00,
538653,AMMLTD      ,X ,Q,52.40,52.40,52.40,52.40,52.40,52.40,1,1,52.00,
538666,SHARDACROP  ,B ,Q,457.05,464.55,452.00,453.25,453.25,455.90,86,4574,2097542.00,
538668,NAYSAA      ,M ,Q,41.90,41.90,41.90,41.90,41.90,40.80,1,4000,167600.00,
538674,CITYONLINE  ,XT,Q,3.84,3.84,3.84,3.84,3.84,3.66,4,2500,9600.00,
538685,SHEMAROO    ,B ,Q,414.00,414.50,398.35,402.25,401.65,406.50,329,1191,481924.00,
538706,ULTRACAB    ,B ,Q,119.50,119.50,112.75,115.55,115.55,113.00,59,6604,755337.00,
538707,RCCL        ,X ,Q,51.00,58.90,51.00,52.00,52.00,50.00,31,3546,183347.00,
538708,ETIL        ,XT,Q,5.40,5.40,5.40,5.40,5.40,5.48,3,1050,5670.00,
538713,ATISHAY     ,B ,Q,129.00,129.00,114.50,115.35,114.50,120.00,41,3536,418447.00,
538715,DHABRIYA    ,B ,Q,159.95,159.95,142.50,145.00,145.00,147.30,52,5747,829691.00,
538728,IPRU2511    ,B ,Q,12.00,12.00,12.00,12.00,12.00,12.00,1,3000,36000.00,
538730,PDSMFL      ,B ,Q,306.50,320.00,302.00,302.00,302.00,304.40,68,3563,1089847.00,
538731,POWERGYM    ,M ,Q,9.95,9.95,9.01,9.45,9.45,9.48,14,72000,657960.00,
538742,PANACHE     ,XT,Q,42.90,43.05,42.90,43.00,43.00,41.00,8,4500,193465.00,
538771,PINCON      ,B ,Q,31.05,33.35,28.60,33.35,33.35,30.35,1447,357685,11077109.00,
538772,NIYOGIN     ,T ,Q,35.95,35.95,35.95,35.95,35.95,34.25,3,60,2157.00,
538788,GILADAFINS  ,X ,Q,37.80,37.80,36.90,36.90,36.90,37.00,5,1326,49752.00,
538795,SAPPL       ,X ,Q,225.00,240.00,224.00,224.00,224.00,221.20,9,105,23694.00,
538812,AANCHALISP  ,B ,Q,15.35,16.20,15.00,15.05,15.05,15.35,69,21314,330818.00,
538834,MEL         ,X ,Q,20.70,20.70,20.70,20.70,20.70,20.70,4,14,289.00,
538835,INTELLECT   ,A ,Q,142.60,143.70,140.75,141.70,141.70,142.30,810,59420,8438268.00,
538836,MONTECARLO  ,B ,Q,535.00,577.00,535.00,561.90,562.05,540.55,890,15412,8665771.00,
538837,JSTL        ,X ,Q,48.50,50.00,48.50,49.50,48.60,49.30,26,3208,157388.00,
538858,CAMSONBIO   ,XT,Q,19.00,20.00,18.80,19.20,19.20,19.65,33,9731,188385.00,
538860,PANAFIC     ,X ,Q,1.73,1.74,1.64,1.67,1.67,1.71,654,1168896,1978055.00,
538861,AMSONS      ,SS,Q,4.80,5.04,4.65,4.70,4.70,4.80,35,10718,51444.00,
538890,MKEXIM      ,X ,Q,9.08,9.08,8.75,9.08,9.08,8.65,8,5900,51778.00,
538891,SIPROJECTS  ,XT,Q,249.50,249.50,244.00,247.10,247.15,250.05,103,1826,449185.00,
538896,KANCHI      ,XT,Q,145.00,157.50,145.00,157.50,157.50,150.00,87,8608,1347185.00,
538902,DHUN TEAIND ,T ,Q,334.00,348.50,334.00,344.10,342.00,337.00,52,2914,1005831.00,
538922,COSYN       ,X ,Q,81.25,84.00,81.20,82.05,83.40,83.60,94,10203,839627.00,
538941,RCBFIIBG    ,B ,Q,11.37,11.37,11.37,11.37,11.37,11.00,1,61,693.00,
538961,GENUSPAPER  ,T ,Q,13.09,13.09,12.90,13.08,13.08,12.47,423,531456,6955072.00,
538962,MINDACORP   ,B ,Q,195.85,195.85,189.70,190.75,191.00,195.95,1057,79930,15453291.00,
538963,PACT        ,ST,Q,4.93,5.10,4.93,4.94,4.94,5.18,7,1846,9102.00,
538964,MERCURYLAB  ,XT,Q,435.00,450.00,435.00,450.00,450.00,450.00,18,4643,2019750.00,
538965,CONCORD     ,X ,Q,29.75,30.70,28.90,30.35,30.70,29.55,32,6635,195505.00,
538979,GRNLAM IND  ,B ,Q,1175.00,1184.75,1152.10,1168.45,1152.10,1167.60,14,357,416733.00,
538987,TALBROSENG  ,X ,Q,443.90,443.90,383.00,397.75,397.75,421.50,284,8206,3468419.00,
538992,SAPL        ,X ,Q,163.80,163.80,148.20,163.00,163.00,156.00,4,22,3446.00,
539006,PTCIL       ,X ,Q,462.00,479.90,446.00,465.00,465.00,459.00,69,4411,2045748.00,
539007,PINCONLIFE  ,X ,Q,18.25,18.25,18.25,18.25,18.25,18.60,34,8100,147825.00,
539014,KALPACOMME  ,SS,Q,19.65,19.65,19.65,19.65,19.65,20.05,1,1,19.00,
539015,ORTEL       ,B ,Q,30.00,30.15,29.00,29.10,29.50,30.10,13,3120,91153.00,
539017,ASHFL       ,B ,Q,120.00,122.00,116.20,117.80,116.50,118.55,14,4867,586625.00,
539018,BEEKAY      ,X ,Q,390.00,394.45,375.10,379.05,379.05,389.90,25,381,145743.00,
539031,SETFBSE100  ,B ,Q,108.90,108.90,108.50,108.53,108.53,108.53,7,1346,146358.00,
539040,TTIL        ,X ,Q,8.00,8.56,7.71,8.00,8.00,8.00,19,1710,13958.00,
539043,BKMINDST    ,B ,Q,37.60,39.05,37.60,38.05,39.05,38.35,45,7628,289466.00,
539044,MANAKSTELTD ,T ,Q,38.00,39.90,38.00,38.20,38.20,39.10,36,6946,267443.00,
539045,MNKALCOLTD  ,B ,Q,10.70,11.98,10.00,11.31,11.49,10.98,34,11746,130820.00,
539046,MNKCMILTD   ,B ,Q,16.90,17.20,16.55,16.65,16.90,16.60,67,17910,303271.00,
539056,ADLABS      ,T ,Q,66.50,69.30,66.10,68.90,69.25,67.00,128,22011,1496983.00,
539083,INOXWIND    ,B ,Q,146.15,150.10,143.55,145.70,145.30,146.85,559,37252,5459554.00,
539090,RAJPUTANA   ,XT,Q,10.20,10.20,10.20,10.20,10.20,10.10,1,2,20.00,
539098,FILTRA      ,M ,Q,22.45,22.45,22.45,22.45,22.45,22.20,1,7500,168375.00,
539099,ATHCON      ,M ,Q,55.15,55.25,55.10,55.10,55.10,54.50,4,10000,551750.00,
539110,NORTHLINK   ,XT,Q,22.40,22.40,22.40,22.40,22.40,22.40,3,2000,44800.00,
539112,SAB         ,X ,Q,80.00,80.00,80.00,80.00,80.00,76.00,1,1,80.00,
539113,PML         ,X ,Q,4075.00,4075.00,3987.00,3987.00,3987.00,4031.85,9,10,39958.00,
539118,VRLLOG      ,B ,Q,420.05,425.00,412.55,416.25,416.25,420.20,170,4095,1717033.00,
539120,BFFL        ,XT,Q,13.35,13.35,13.35,13.35,13.35,12.85,4,750,10012.00,
539122,BODHTREE    ,X ,Q,69.50,69.50,66.25,67.35,67.50,67.20,48,6446,435388.00,
539123,VBIND       ,X ,Q,120.05,120.05,120.05,120.05,120.05,126.35,5,136,16326.00,
539125,LAYLA       ,ST,Q,7.46,7.46,7.46,7.46,7.46,7.85,1,15,111.00,
539126,MEP         ,B ,Q,93.20,94.80,92.50,93.00,93.00,93.85,253,43731,4079731.00,
539132,VEGETABLE   ,X ,Q,3.50,3.52,3.36,3.42,3.42,3.45,27,34591,120754.00,
539141,UFO         ,B ,Q,481.65,511.00,480.35,503.25,499.50,487.35,1996,42950,21425178.00,
539143,SBCL        ,X ,Q,60.75,61.80,60.75,61.50,61.65,61.85,73,28093,1730790.00,
539148,SHIVALIK    ,X ,Q,560.00,574.00,545.10,547.20,547.20,556.00,54,1699,946821.00,
539149,ICSL        ,XT,Q,4.60,4.60,4.37,4.37,4.37,4.60,4,700,3097.00,
539150,PNCINFRA    ,B ,Q,186.70,191.05,182.70,185.60,184.50,186.70,1506,63495,11928982.00,
539151,ARFIN       ,X ,Q,375.00,375.00,360.00,364.60,362.00,374.25,42,944,344235.00,
539168,SPISYS      ,Z ,Q,6.98,6.98,6.35,6.35,6.35,6.65,6,2221,14177.00,
539176,HAWAENG     ,XT,Q,69.35,76.65,69.35,74.40,76.65,73.00,38,3853,282421.00,
539177,AIIL        ,X ,Q,66.90,67.00,62.15,67.00,67.00,62.50,18,4706,313119.00,
539195,POEL        ,X ,Q,63.90,63.90,60.30,61.90,62.00,60.10,83,13071,809098.00,
539196,AEL         ,X ,Q,70.00,70.65,66.00,66.50,66.50,69.50,41,9307,636289.00,
539200,NOBPOL      ,XT,Q,0.44,0.44,0.44,0.44,0.44,0.44,16,4890,2151.00,
539207,MANPASAND   ,B ,Q,367.65,379.80,357.05,361.85,362.50,367.50,2015,12067,4446718.00,
539219,MUL         ,XT,Q,116.20,119.50,116.00,119.40,119.40,116.00,10,660,77537.00,
539220,MISHKA      ,B ,Q,34.50,43.00,34.00,36.70,36.50,40.00,22,1229,46708.00,
539223,AMBITION    ,M ,Q,42.00,42.25,41.55,42.00,42.00,42.20,11,33000,1387050.00,
539225,JIYAECO     ,M ,Q,51.00,51.00,51.00,51.00,51.00,49.90,1,3600,183600.00,
539226,MDINDUCTO   ,B ,Q,209.80,209.80,204.40,204.45,204.50,201.00,21,11150,2305160.00,
